,size_sq_ft,propertyType,bedrooms,localityName,suburbName,companyName,rent
3074,1000,Independent Floor,2,Krishna Nagar,Delhi East,Arora Properties,15000
3075,450,Independent Floor,2,Krishna Nagar,Delhi East,Delli Property,12000
3076,500,Independent House,1,Krishna Nagar,Delhi East,BK Associates,6000
3077,500,Independent House,1,Krishna Nagar,Delhi East,Other,10000
3078,601,Independent Floor,2,Krishna Nagar,Delhi East,BK Associates,10000
3079,1000,Apartment,2,Krishna Nagar,Delhi East,Arora Properties,12000
3080,800,Apartment,1,Krishna Nagar,Delhi East,Arora Properties,7000
3081,750,Independent Floor,1,Krishna Nagar,Delhi East,Other,10000
3082,1337,Apartment,3,Krishna Nagar,Delhi East,Other,30000
3083,1150,Independent Floor,3,Krishna Nagar,Delhi East,Other,13000
3084,3000,Independent Floor,3,Krishna Nagar,Delhi East,Other,19000
3085,1050,Independent Floor,3,Krishna Nagar,Delhi East,Other,24150
3086,900,Independent House,2,Lajpat Nagar,Delhi South,Well Wisher Associates,28000
3087,900,Independent House,2,Lajpat Nagar,Delhi South,The Perfect Estates,27000
3088,950,Independent House,2,Lajpat Nagar,Delhi South,Delhi Properties,25000
3089,1800,Apartment,3,Lajpat Nagar,Delhi South,Other,45600
3090,445,Independent Floor,1,Lajpat Nagar,Delhi South,Other,12000
3091,700,Independent Floor,1,Lajpat Nagar,Delhi South,Other,20000
3092,1000,Independent Floor,2,Lajpat Nagar,Delhi South,Other,40000
3093,900,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,25000
3094,500,Independent House,1,Lajpat Nagar,Delhi South,Well Wisher Associates,13000
3095,900,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,23000
3096,950,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,30000
3097,500,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,14000
3098,500,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,12000
3099,500,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,18000
3100,900,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,25000
3101,500,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,16000
3102,400,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,11000
3103,500,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,15000
3104,300,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,8000
3105,900,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,25000
3106,499,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,13000
3107,450,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,13000
3108,451,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,13000
3109,950,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,28000
3110,950,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,25000
3111,960,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,28000
3112,960,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,25000
3113,960,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,25000
3114,950,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,26000
3115,950,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,25000
3116,900,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,22000
3117,540,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,15000
3118,450,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,11000
3119,950,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,30000
3120,900,Independent Floor,2,Lajpat Nagar,Delhi South,Wadhwa Properties,35000
3121,900,Independent Floor,2,Lajpat Nagar,Delhi South,Wadhwa Properties,32000
3122,900,Independent House,2,Lajpat Nagar,Delhi South,Well Wisher Associates,35000
3123,450,Independent House,1,Lajpat Nagar,Delhi South,Well Wisher Associates,13000
3124,450,Independent House,1,Lajpat Nagar,Delhi South,Well Wisher Associates,15000
3125,400,Independent House,1,Lajpat Nagar,Delhi South,Well Wisher Associates,12000
3126,900,Independent House,2,Lajpat Nagar,Delhi South,Well Wisher Associates,30000
3127,900,Independent Floor,2,Lajpat Nagar,Delhi South,Wadhwa Properties,27000
3128,500,Apartment,1,Lajpat Nagar,Delhi South,Wadhwa Properties,17000
3129,900,Independent Floor,2,Lajpat Nagar,Delhi South,Wadhwa Properties,30000
3130,900,Independent Floor,2,Lajpat Nagar,Delhi South,Wadhwa Properties,35000
3131,600,Independent Floor,1,Lajpat Nagar,Delhi South,Wadhwa Properties,15000
3132,450,Apartment,1,Lajpat Nagar,Delhi South,Wadhwa Properties,12000
3133,900,Independent Floor,2,Lajpat Nagar,Delhi South,Wadhwa Properties,27000
3134,900,Independent Floor,2,Lajpat Nagar,Delhi South,Wadhwa Properties,26000
3135,1750,Independent Floor,3,Lajpat Nagar,Delhi South,Wadhwa Properties,50000
3136,400,Independent Floor,1,Lajpat Nagar,Delhi South,Wadhwa Properties,15000
3137,1500,Apartment,3,Lajpat Nagar,Delhi South,Wadhwa Properties,45000
3138,900,Independent Floor,2,Lajpat Nagar,Delhi South,Wadhwa Properties,30000
3139,450,Independent Floor,1,Lajpat Nagar,Delhi South,Wadhwa Properties,13000
3140,600,Independent Floor,1,Lajpat Nagar,Delhi South,Wadhwa Properties,15000
3141,900,Independent Floor,2,Lajpat Nagar,Delhi South,Wadhwa Properties,25000
3142,700,Independent Floor,1,Lajpat Nagar,Delhi South,Wadhwa Properties,22000
3143,900,Independent Floor,2,Lajpat Nagar,Delhi South,Wadhwa Properties,30000
3144,960,Independent Floor,2,Lajpat Nagar,Delhi South,Guru kipra properties,26000
3145,300,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,8000
3146,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,25000
3147,1800,Independent Floor,3,Lajpat Nagar,Delhi South,New golden properties,46000
3148,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,24000
3149,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,32000
3150,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,30000
3151,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,22000
3152,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,26500
3153,1800,Independent Floor,3,Lajpat Nagar,Delhi South,New golden properties,48000
3154,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,30000
3155,1800,Independent Floor,3,Lajpat Nagar,Delhi South,New golden properties,55000
3156,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,21500
3157,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,29000
3158,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,30000
3159,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,23500
3160,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,23000
3161,1800,Independent Floor,3,Lajpat Nagar,Delhi South,New golden properties,58000
3162,700,Independent Floor,1,Lajpat Nagar,Delhi South,Wadhwa Properties,18000
3163,1800,Independent Floor,3,Lajpat Nagar,Delhi South,New golden properties,49000
3164,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,23000
3165,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,24500
3166,500,Independent Floor,1,Lajpat Nagar,Delhi South,New golden properties,18000
3167,1800,Independent Floor,3,Lajpat Nagar,Delhi South,New golden properties,48000
3168,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,36000
3169,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,31500
3170,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,26000
3171,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,21500
3172,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,34500
3173,1800,Independent Floor,3,Lajpat Nagar,Delhi South,New golden properties,54500
3174,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,36000
3175,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,24600
3176,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,28000
3177,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,28500
3178,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,21600
3179,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,34500
3180,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,23500
3181,1800,Independent Floor,3,Lajpat Nagar,Delhi South,New golden properties,48000
3182,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,22600
3183,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,30000
3184,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,32000
3185,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,28000
3186,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,29500
3187,1000,Independent Floor,2,Lajpat Nagar,Delhi South,Namberdaar Properties,25000
3188,700,Independent Floor,1,Lajpat Nagar,Delhi South,Namberdaar Properties,18000
3189,1000,Independent Floor,2,Lajpat Nagar,Delhi South,Namberdaar Properties,31000
3190,1000,Independent Floor,2,Lajpat Nagar,Delhi South,Namberdaar Properties,35000
3191,500,Independent Floor,1,Lajpat Nagar,Delhi South,Namberdaar Properties,12500
3192,1000,Independent Floor,1,Lajpat Nagar,Delhi South,Namberdaar Properties,25000
3193,1000,Independent Floor,2,Lajpat Nagar,Delhi South,Namberdaar Properties,26000
3194,1000,Independent Floor,2,Lajpat Nagar,Delhi South,Other,36000
3195,1800,Independent Floor,2,Lajpat Nagar,Delhi South,Moneytree real estate consultants,48000
3196,399,Independent Floor,1,Lajpat Nagar,Delhi South,Guru kipra properties,12000
3197,2700,Independent Floor,3,Lajpat Nagar,Delhi South,Manpal Singh,95000
3198,1350,Independent Floor,3,Lajpat Nagar,Delhi South,Manpal Singh,37000
3199,300,Apartment,1,Lajpat Nagar,Delhi South,Well Wisher Associates,10500
3200,540,Independent Floor,1,Lajpat Nagar,Delhi South,The Perfect Estates,18500
3201,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,24500
3202,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,29000
3203,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,35000
3204,1800,Independent Floor,3,Lajpat Nagar,Delhi South,The Perfect Estates,60000
3205,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,26000
3206,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,23500
3207,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,36000
3208,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,37500
3209,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,27000
3210,1800,Independent Floor,3,Lajpat Nagar,Delhi South,The Perfect Estates,65000
3211,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,23000
3212,350,Apartment,1,Lajpat Nagar,Delhi South,Well Wisher Associates,13500
3213,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,25500
3214,1350,Independent Floor,3,Lajpat Nagar,Delhi South,The Perfect Estates,55000
3215,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,28000
3216,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,35000
3217,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,29000
3218,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,26000
3219,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,34000
3220,1800,Independent Floor,3,Lajpat Nagar,Delhi South,The Perfect Estates,70000
3221,750,Independent Floor,1,Lajpat Nagar,Delhi South,The Perfect Estates,28000
3222,600,Independent Floor,1,Lajpat Nagar,Delhi South,The Perfect Estates,20500
3223,1000,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,33000
3224,600,Independent Floor,1,Lajpat Nagar,Delhi South,The Perfect Estates,24000
3225,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,35000
3226,1800,Independent Floor,3,Lajpat Nagar,Delhi South,The Perfect Estates,60000
3227,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,27000
3228,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,26000
3229,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,32000
3230,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,28000
3231,900,Apartment,2,Lajpat Nagar,Delhi South,The Perfect Estates,24500
3232,900,Independent Floor,1,Lajpat Nagar,Delhi South,The Perfect Estates,25000
3233,900,Independent Floor,2,Lajpat Nagar,Delhi South,Manpal Singh,31500
3234,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,30000
3235,1125,Independent Floor,3,Lajpat Nagar,Delhi South,Realty Centre,46000
3236,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,26000
3237,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,26000
3238,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,26000
3239,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,28000
3240,1800,Independent Floor,3,Lajpat Nagar,Delhi South,The Perfect Estates,60000
3241,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,25000
3242,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,35000
3243,700,Independent Floor,1,Lajpat Nagar,Delhi South,New golden properties,19500
3244,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,25600
3245,1800,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,47500
3246,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,26500
3247,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,26000
3248,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,28800
3249,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,36000
3250,900,Independent Floor,2,Lajpat Nagar,Delhi South,New golden properties,23500
3251,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,23000
3252,1800,Independent Floor,3,Lajpat Nagar,Delhi South,The Perfect Estates,60000
3253,1850,Independent Floor,3,Lajpat Nagar,Delhi South,Delhi Properties,48000
3254,550,Independent House,1,Lajpat Nagar,Delhi South,Delhi Properties,19000
3255,950,Independent House,2,Lajpat Nagar,Delhi South,Delhi Properties,30000
3256,1000,Independent Floor,2,Lajpat Nagar,Delhi South,Delhi Properties,24000
3257,250,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,9000
3258,950,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,25000
3259,500,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,19000
3260,950,Independent Floor,2,Lajpat Nagar,Delhi South,Delhi Properties,32000
3261,900,Independent Floor,2,Lajpat Nagar,Delhi South,Delhi Properties,27000
3262,650,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,23000
3263,550,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,17000
3264,950,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,30000
3265,950,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,34000
3266,500,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,17000
3267,600,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,15000
3268,450,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,17000
3269,950,Independent Floor,2,Lajpat Nagar,Delhi South,Delhi Properties,35000
3270,550,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,15000
3271,2000,Independent Floor,3,Lajpat Nagar,Delhi South,Namberdaar Properties,55000
3272,900,Independent Floor,2,Lajpat Nagar,Delhi South,Dinesh associates,30000
3273,600,Independent Floor,1,Lajpat Nagar,Delhi South,The Perfect Estates,24500
3274,1800,Independent Floor,3,Lajpat Nagar,Delhi South,Moneytree real estate consultants,70000
3275,1800,Independent Floor,3,Lajpat Nagar,Delhi South,Moneytree real estate consultants,65000
3276,900,Independent Floor,2,Lajpat Nagar,Delhi South,Manpal Singh,36500
3277,1300,Independent Floor,3,Lajpat Nagar,Delhi South,Manpal Singh,38500
3278,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,28000
3279,1800,Independent Floor,3,Lajpat Nagar,Delhi South,The Perfect Estates,65000
3280,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,32000
3281,900,Independent Floor,1,Lajpat Nagar,Delhi South,The Perfect Estates,25000
3282,900,Independent Floor,2,Lajpat Nagar,Delhi South,The Perfect Estates,30000
3283,1800,Independent Floor,3,Lajpat Nagar,Delhi South,Moneytree real estate consultants,75000
3284,2700,Independent Floor,4,Lajpat Nagar,Delhi South,Moneytree real estate consultants,100000
3285,2100,Independent Floor,3,Lajpat Nagar,Delhi South,Moneytree real estate consultants,55000
3286,1800,Independent Floor,3,Lajpat Nagar,Delhi South,Moneytree real estate consultants,75000
3287,1000,Independent Floor,2,Lajpat Nagar,Delhi South,Namberdaar Properties,35000
3288,1200,Independent Floor,3,Lajpat Nagar,Delhi South,Namberdaar Properties,45000
3289,950,Independent Floor,1,Lajpat Nagar,Delhi South,Delhi Properties,25000
3290,950,Independent Floor,2,Lajpat Nagar,Delhi South,Delhi Properties,30000
3291,950,Independent Floor,2,Lajpat Nagar,Delhi South,Delhi Properties,28000
3292,950,Independent Floor,2,Lajpat Nagar,Delhi South,Delhi Properties,25000
3293,1800,Apartment,3,Lajpat Nagar,Delhi South,Angel Property Services,70000
3294,1500,Apartment,2,Lajpat Nagar,Delhi South,Angel Property Services,36000
3295,1800,Apartment,3,Lajpat Nagar,Delhi South,Angel Property Services,60000
3296,900,Apartment,1,Lajpat Nagar,Delhi South,Angel Property Services,35000
3297,900,Independent Floor,2,Lajpat Nagar,Delhi South,Angel Property Services,32000
3298,1800,Apartment,3,Lajpat Nagar,Delhi South,Angel Property Services,48000
3299,900,Apartment,2,Lajpat Nagar,Delhi South,Angel Property Services,30000
3300,1800,Apartment,3,Lajpat Nagar,Delhi South,Angel Property Services,55000
3301,900,Independent Floor,2,Lajpat Nagar,Delhi South,Angel Property Services,36000
